33 - CONSTITUENCY WISE DETAILED RESULT,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Votes Secured,,,% of Votes Secured,,,,,,
State Name,PC Name,Candidate Name,Gender,Age,Category,Party Name,Party Symbol,"Total Votes Polled In
The Constituency",Valid Votes,General,Postal,Total,Over Total Electors In Constituency,Over Total Votes Polled In Constituency,Over Total Valid Votes Polled In Constituency,Total Electors,,,
Odisha,Bolangir,RAJESH KUMAR PANDA,MALE,40,GENERAL,ESBD,Flute,1404453,1384184,3163,7,3170,0.18,0.23,0.23,1803544,,,
Odisha,Kalahandi,MALVIKA DEVI,FEMALE,43,GENERAL,BJP,Lotus,1338480,1314529,538535,5768,544303,31.98,40.67,41.41,1702038,,,
Odisha,Kalahandi,LAMBODAR NIAL,MALE,55,GENERAL,BJD,Conch,1338480,1314529,408267,2223,410490,24.12,30.67,31.23,1702038,,,
Odisha,Kalahandi,DROUPADI MAJHI,FEMALE,47,ST,INC,Hand,1338480,1314529,300060,3139,303199,17.81,22.65,23.07,1702038,,,
Odisha,Kalahandi,NOTA,,,,NOTA,NOTA,1338480,1314529,19620,95,19715,1.16,1.47,1.5,1702038,,,
Odisha,Kalahandi,UMAKANTA TANDI,MALE,54,SC,IND,Ring,1338480,1314529,9180,14,9194,0.54,0.69,0.7,1702038,,,
Odisha,Kalahandi,BIRANCHI NARAYAN DURGA,MALE,45,SC,BSP,Elephant,1338480,1314529,8440,57,8497,0.5,0.63,0.65,1702038,,,
Odisha,Kalahandi,DR. DHARMANANDA GAHIR,MALE,46,GENERAL,IND,Pot,1338480,1314529,7775,36,7811,0.46,0.58,0.59,1702038,,,
Odisha,Kalahandi,SIBA HATI,MALE,64,GENERAL,SP,Bicycle,1338480,1314529,7138,30,7168,0.42,0.54,0.55,1702038,,,
Odisha,Kalahandi,RAJARAM SAHU,MALE,51,GENERAL,IND,Saw,1338480,1314529,6712,18,6730,0.4,0.5,0.51,1702038,,,
Odisha,Kalahandi,NARESH HIANLA,MALE,38,SC,IND,Road roller,1338480,1314529,6627,14,6641,0.39,0.5,0.51,1702038,,,
Odisha,Kalahandi,GANGADHAR JAL,MALE,61,SC,IND,Cot,1338480,1314529,5547,43,5590,0.33,0.42,0.43,1702038,,,
Odisha,Kalahandi,HIMANSHU TRIPATHY,MALE,50,GENERAL,SAMO,Battery Torch,1338480,1314529,4898,8,4906,0.29,0.37,0.37,1702038,,,
Odisha,Nabarangpur,BALABHADRA MAJHI,MALE,63,ST,BJP,Lotus,1250175,1199207,478330,3066,481396,31.78,38.51,40.14,1514610,,,
Odisha,Nabarangpur,PRADEEP KUMAR MAJHI,MALE,48,ST,BJD,Conch,1250175,1199207,392448,1412,393860,26,31.5,32.84,1514610,,,
Odisha,Nabarangpur,BHUJABAL MAJHI,MALE,57,ST,INC,Hand,1250175,1199207,302095,1297,303392,20.03,24.27,25.3,1514610,,,
Odisha,Nabarangpur,NOTA,,,,NOTA,NOTA,1250175,1199207,43240,28,43268,2.86,3.46,3.61,1514610,,,
Odisha,Nabarangpur,TRINATH MUNDAGUDIA,MALE,29,ST,SUCI,Saw,1250175,1199207,20548,11,20559,1.36,1.64,1.71,1514610,,,
Odisha,Kandhamal,SUKANTA KUMAR PANIGRAHI,MALE,57,GENERAL,BJP,Lotus,999765,980371,413320,3095,416415,31.06,41.65,42.48,1340580,,,
Odisha,Kandhamal,ACHYUTANANDA SAMANTA,MALE,60,GENERAL,BJD,Conch,999765,980371,393644,1400,395044,29.47,39.51,40.3,1340580,,,
Odisha,Kandhamal,AMIR CHAND NAYAK,MALE,63,GENERAL,INC,Hand,999765,980371,143311,1011,144322,10.77,14.44,14.72,1340580,,,
Odisha,Kandhamal,NOTA,,,,NOTA,NOTA,999765,980371,15691,29,15720,1.17,1.57,1.6,1340580,,,
Odisha,Kandhamal,BHAGIRATHI BALIARSINGH,MALE,54,GENERAL,MLD,Diamond,999765,980371,7329,1,7330,0.55,0.73,0.75,1340580,,,
Odisha,Kandhamal,KANAK MANJARI RATH,FEMALE,68,GENERAL,IND,Coconut farm,999765,980371,5201,4,5205,0.39,0.52,0.53,1340580,,,
Odisha,Kandhamal,HARIBANDHU BEHERA,MALE,29,SC,BSP,Elephant,999765,980371,5121,16,5137,0.38,0.51,0.52,1340580,,,
Odisha,Kandhamal,SUBASH MOHAPATRA,MALE,50,GENERAL,NJNDL,Letter box,999765,980371,4133,4,4137,0.31,0.41,0.42,1340580,,,
Odisha,Kandhamal,PARSURAM PRADHAN,MALE,55,ST,KS,Bat,999765,980371,2770,11,2781,0.21,0.28,0.28,1340580,,,
Odisha,Cuttack,BHARTRUHARI MAHTAB,MALE,66,GENERAL,BJP,Lotus,1123079,1112636,529271,2330,531601,33.75,47.33,47.78,1574979,,,
Odisha,Cuttack,SANTRUPT MISRA,MALE,58,GENERAL,BJD,Conch,1123079,1112636,473443,1081,474524,30.13,42.25,42.65,1574979,,,
Odisha,Cuttack,SURESH MOHAPATRA,MALE,67,GENERAL,INC,Hand,1123079,1112636,83461,354,83815,5.32,7.46,7.53,1574979,,,
Odisha,Cuttack,NOTA,,,,NOTA,NOTA,1123079,1112636,8130,29,8159,0.52,0.73,0.73,1574979,,,
Odisha,Cuttack,PRAMOD KUMAR MALLICK,MALE,52,SC,BSP,Elephant,1123079,1112636,4461,23,4484,0.28,0.4,0.4,1574979,,,
Odisha,Cuttack,NIRANJAN PATI,MALE,49,GENERAL,IND,Pot,1123079,1112636,4390,6,4396,0.28,0.39,0.4,1574979,,,
Odisha,Cuttack,SOBHA PANDEY,FEMALE,50,GENERAL,IND,Auto- rickshaw,1123079,1112636,3878,10,3888,0.25,0.35,0.35,1574979,,,
Odisha,Cuttack,PRAKASH CHANDRA SAHOO,MALE,47,GENERAL,KRUP,Chappals,1123079,1112636,3790,4,3794,0.24,0.34,0.34,1574979,,,
Odisha,Cuttack,RAJAKISHORE MALLIK,MALE,57,SC,SUCI,Glass tumbler,1123079,1112636,3072,3,3075,0.2,0.27,0.28,1574979,,,
Odisha,Cuttack,GOKULANANDA MISHRA,MALE,36,GENERAL,IND,Scissors,1123079,1112636,1804,4,1808,0.11,0.16,0.16,1574979,,,
Odisha,Cuttack,MINATI PATNAIK,FEMALE,64,GENERAL,SAMO,Battery Torch,1123079,1112636,1241,10,1251,0.08,0.11,0.11,1574979,,,
Odisha,Kendrapara,BAIJAYANT PANDA,MALE,60,GENERAL,BJP,Lotus,1283464,1271293,612916,2789,615705,34.29,47.97,48.43,1795725,,,
Odisha,Kendrapara,ANSHUMAN MOHANTY,MALE,40,GENERAL,BJD,Conch,1283464,1271293,547681,1488,549169,30.58,42.79,43.2,1795725,,,
Odisha,Kendrapara,SIDHARTH SWARUP DASH,MALE,38,GENERAL,INC,Hand,1283464,1271293,94595,237,94832,5.28,7.39,7.46,1795725,,,
Odisha,Kendrapara,NOTA,,,,NOTA,NOTA,1283464,1271293,5807,8,5815,0.32,0.45,0.46,1795725,,,
Odisha,Kendrapara,SOUBHAGYA KETAN SAMAL,MALE,63,GENERAL,SUCI,Glass tumbler,1283464,1271293,3393,2,3395,0.19,0.26,0.27,1795725,,,
Odisha,Kendrapara,SEKHA SADIKA HOSEN,MALE,43,GENERAL,BSP,Elephant,1283464,1271293,1845,7,1852,0.1,0.14,0.15,1795725,,,
Odisha,Kendrapara,SUPRAVA DAS,FEMALE,49,GENERAL,AKBRPRVP,Kettle,1283464,1271293,1559,2,1561,0.09,0.12,0.12,1795725,,,
Odisha,Kendrapara,SRIRAM PANDEY,MALE,63,GENERAL,IND,Auto- rickshaw,1283464,1271293,1397,2,1399,0.08,0.11,0.11,1795725,,,
Odisha,Kendrapara,SANTOSH KUMAR PATRA,MALE,43,SC,IND,Tiller,1283464,1271293,1370,3,1373,0.08,0.11,0.11,1795725,,,
Odisha,Kendrapara,PRATAP CHANDRA MOHANTY,MALE,44,GENERAL,IND,Scissors,1283464,1271293,1088,7,1095,0.06,0.09,0.09,1795725,,,
Odisha,Kendrapara,PRANGYAN PRAKASH MOHAPATRA,MALE,38,GENERAL,ODSHJP,Flute,1283464,1271293,910,2,912,0.05,0.07,0.07,1795725,,,
Odisha,Jagatsinghpur,BIBHU PRASAD TARAI,MALE,59,SC,BJP,Lotus,1291326,1281405,585672,3421,589093,34.58,45.62,45.97,1703489,,,
Odisha,Jagatsinghpur,DR. RAJASHREE MALLICK,FEMALE,60,SC,BJD,Conch,1291326,1281405,546443,1954,548397,32.19,42.47,42.8,1703489,,,
Odisha,Jagatsinghpur,RABINDRA KUMAR SETHY,MALE,70,SC,INC,Hand,1291326,1281405,122875,695,123570,7.25,9.57,9.64,1703489,,,
Odisha,Jagatsinghpur,RAMESH CHANDRA SETHY,MALE,56,SC,CPI,Ears of corn and sickle,1291326,1281405,8112,18,8130,0.48,0.63,0.63,1703489,,,
Odisha,Jagatsinghpur,NOTA,,,,NOTA,NOTA,1291326,1281405,4852,30,4882,0.29,0.38,0.38,1703489,,,
Odisha,Jagatsinghpur,PEEYUUSH DAS,MALE,41,SC,APoI,Coat,1291326,1281405,3225,5,3230,0.19,0.25,0.25,1703489,,,
Odisha,Jagatsinghpur,BIBHUTI BHUSAN MAJHI,MALE,53,SC,BSP,Elephant,1291326,1281405,2718,22,2740,0.16,0.21,0.21,1703489,,,
Odisha,Jagatsinghpur,MAHESWAR DAS,MALE,69,SC,SUCI,Glass tumbler,1291326,1281405,2374,10,2384,0.14,0.18,0.19,1703489,,,
Odisha,Jagatsinghpur,SANKAR DAS,MALE,61,SC,IND,Bat,1291326,1281405,1476,12,1488,0.09,0.12,0.12,1703489,,,
Odisha,Jagatsinghpur,SILI MALLICK,FEMALE,40,SC,SAMO,Battery Torch,1291326,1281405,924,6,930,0.05,0.07,0.07,1703489,,,
Odisha,Jagatsinghpur,ARJUNA CHARAN BEHERA,MALE,65,SC,IND,Hour glass,1291326,1281405,758,8,766,0.04,0.06,0.06,1703489,,,
Odisha,Jagatsinghpur,BHANUMATI DAS,FEMALE,50,SC,US,Boat with man and sail,1291326,1281405,674,3,677,0.04,0.05,0.05,1703489,,,
Odisha,Puri,SAMBIT PATRA,MALE,50,GENERAL,BJP,Lotus,1201434,1189328,625372,3958,629330,39.59,52.38,52.91,1589698,,,
Odisha,Puri,ARUP MOHAN PATNAIK,MALE,68,GENERAL,BJD,Conch,1201434,1189328,523036,1585,524621,33,43.67,44.11,1589698,,,
Odisha,Puri,JAYANARAYAN PATTANAYAK,MALE,56,GENERAL,INC,Hand,1201434,1189328,24066,276,24342,1.53,2.03,2.05,1589698,,,
Odisha,Puri,NOTA,,,,NOTA,NOTA,1201434,1189328,7568,42,7610,0.48,0.63,0.64,1589698,,,
Odisha,Puri,SANTANU KUMAR DAS,MALE,56,SC,BSP,Elephant,1201434,1189328,3918,11,3929,0.25,0.33,0.33,1589698,,,
Odisha,Puri,SUBASH CHANDRA BHOI,MALE,52,SC,SUCI,Glass tumbler,1201434,1189328,3257,9,3266,0.21,0.27,0.27,1589698,,,
Odisha,Puri,SOBHA PANDEY,FEMALE,50,GENERAL,IND,Auto- rickshaw,1201434,1189328,2212,17,2229,0.14,0.19,0.19,1589698,,,
Odisha,Puri,DILLIP KUMAR BARAL,MALE,36,GENERAL,IND,Dustbin,1201434,1189328,1605,6,1611,0.1,0.13,0.14,1589698,,,
Odisha,Bhubaneswar,APARAJITA SARANGI,FEMALE,54,GENERAL,BJP,Lotus,1083541,1073913,509567,2952,512519,30.6,47.3,47.72,1675019,,,
Odisha,Bhubaneswar,MANMATH KUMAR ROUTRAY,MALE,42,GENERAL,BJD,Conch,1083541,1073913,475990,1377,477367,28.5,44.06,44.45,1675019,,,
Odisha,Bhubaneswar,SYED YASHIR NAWAZ,MALE,30,GENERAL,INC,Hand,1083541,1073913,66045,317,66362,3.96,6.12,6.18,1675019,,,
Odisha,Bhubaneswar,NOTA,,,,NOTA,NOTA,1083541,1073913,8261,41,8302,0.5,0.77,0.77,1675019,,,
Odisha,Bhubaneswar,SURESH CHANDRA PANIGRAHY,MALE,59,GENERAL,CPI(M),"Hammer, Sickle and Star",1083541,1073913,4134,14,4148,0.25,0.38,0.39,1675019,,,
Odisha,Bhubaneswar,HULAS SENAPATI,MALE,58,GENERAL,IND,Slate,1083541,1073913,2248,3,2251,0.13,0.21,0.21,1675019,,,
Odisha,Bhubaneswar,KISHOR KUMAR SUTAR,MALE,46,GENERAL,IND,Gas cylinder,1083541,1073913,2202,1,2203,0.13,0.2,0.21,1675019,,,
Odisha,Bhubaneswar,SUDHANSU SEKHAR DAS,MALE,60,SC,IND,Nagrik,1083541,1073913,1751,7,1758,0.1,0.16,0.16,1675019,,,
Odisha,Bhubaneswar,SANTOSH KUMAR MISHRA,MALE,59,GENERAL,IND,Coconut farm,1083541,1073913,1738,6,1744,0.1,0.16,0.16,1675019,,,
Odisha,Bhubaneswar,SANGEETA PATTANAIK,FEMALE,42,GENERAL,ODSHJP,Flute,1083541,1073913,1528,2,1530,0.09,0.14,0.14,1675019,,,
Odisha,Bhubaneswar,PRADEEP KUMAR SAHOO,MALE,48,GENERAL,KS,Bat,1083541,1073913,1495,8,1503,0.09,0.14,0.14,1675019,,,
Odisha,Bhubaneswar,SANTILATA ROUT,FEMALE,52,GENERAL,SZPB,Pot,1083541,1073913,1437,4,1441,0.09,0.13,0.13,1675019,,,
Odisha,Bhubaneswar,NATABAR MAHARANA,MALE,57,GENERAL,BHRBKP,Auto- rickshaw,1083541,1073913,1080,7,1087,0.06,0.1,0.1,1675019,,,
Odisha,Aska,ANITA SUBHADARSHINI,FEMALE,52,GENERAL,BJP,Lotus,1018539,995973,493032,1194,494226,30.44,48.52,49.62,1623404,,,
Odisha,Aska,RANJITA SAHU,FEMALE,32,GENERAL,BJD,Conch,1018539,995973,393759,493,394252,24.29,38.71,39.58,1623404,,,
Odisha,Aska,DEBAKANTA SARMA,MALE,41,GENERAL,INC,Hand,1018539,995973,75108,147,75255,4.64,7.39,7.56,1623404,,,
Odisha,Aska,NOTA,,,,NOTA,NOTA,1018539,995973,21925,16,21941,1.35,2.15,2.2,1623404,,,
Odisha,Aska,SANJAYA KUMAR BISHOYI,MALE,42,GENERAL,IND,Diamond,1018539,995973,11234,6,11240,0.69,1.1,1.13,1623404,,,
Odisha,Aska,PAPUNU SAHU,MALE,28,GENERAL,SUCI,Glass tumbler,1018539,995973,8671,2,8673,0.53,0.85,0.87,1623404,,,
Odisha,Aska,PITABAS SAHU,MALE,37,GENERAL,ssrd,Grapes,1018539,995973,6888,0,6888,0.42,0.68,0.69,1623404,,,
Odisha,Aska,BRUNDABANA NAHAK,MALE,37,SC,BSP,Elephant,1018539,995973,5430,9,5439,0.34,0.53,0.55,1623404,,,
Odisha,Berhampur,DR. PRADEEP KUMAR PANIGRAHY,MALE,60,GENERAL,BJP,Lotus,1046688,1026981,510585,2517,513102,32.16,49.02,49.96,1595228,,,
Odisha,Berhampur,BHRUGU BAXIPATRA,MALE,49,GENERAL,BJD,Conch,1046688,1026981,346780,846,347626,21.79,33.21,33.85,1595228,,,
Odisha,Berhampur,RASMI RANJAN PATNAIK,MALE,49,GENERAL,INC,Hand,1046688,1026981,129096,648,129744,8.13,12.4,12.63,1595228,,,
Odisha,Berhampur,NOTA,,,,NOTA,NOTA,1046688,1026981,15903,39,15942,1,1.52,1.55,1595228,,,
Odisha,Berhampur,V CHANDRA SHEKHAR,MALE,57,GENERAL,IND,Diamond,1046688,1026981,8376,3,8379,0.53,0.8,0.82,1595228,,,
Odisha,Berhampur,BHASKAR CHAUDHORY,MALE,59,SC,BSP,Elephant,1046688,1026981,5198,13,5211,0.33,0.5,0.51,1595228,,,
Odisha,Berhampur,SOMANATH BEHERA,MALE,45,GENERAL,SUCI,Glass tumbler,1046688,1026981,5121,14,5135,0.32,0.49,0.5,1595228,,,
Odisha,Berhampur,SIRIN TAMMANA,FEMALE,38,GENERAL,IND,Gift pack,1046688,1026981,5069,9,5078,0.32,0.49,0.49,1595228,,,
Odisha,Berhampur,BOMMALI KANTA RAO,MALE,54,SC,NBBHNRSVP,Gas cylinder,1046688,1026981,4190,11,4201,0.26,0.4,0.41,1595228,,,
Odisha,Berhampur,RAM SANKAR SATAPATHY,MALE,38,GENERAL,IND,Sitar,1046688,1026981,3869,2,3871,0.24,0.37,0.38,1595228,,,
Odisha,Berhampur,RAJENDRA DALABEHERA,MALE,70,GENERAL,BHRBKP,Auto- rickshaw,1046688,1026981,2335,8,2343,0.15,0.22,0.23,1595228,,,
Odisha,Berhampur,SANTOSH KUMAR SAHU,MALE,41,GENERAL,AIFB,Lion,1046688,1026981,2284,7,2291,0.14,0.22,0.22,1595228,,,
Odisha,Koraput,SAPTAGIRI SANKAR ULAKA,MALE,45,ST,INC,Hand,1155221,1110513,468948,2098,471046,31.79,40.78,42.42,1481642,,,
Odisha,Koraput,KAUSALYA HIKAKA,FEMALE,38,ST,BJD,Conch,1155221,1110513,322466,852,323318,21.82,27.99,29.11,1481642,,,
Odisha,Koraput,KALIRAM MAJHI,MALE,45,ST,BJP,Lotus,1155221,1110513,230367,1722,232089,15.66,20.09,20.9,1481642,,,
Odisha,Koraput,NOTA,,,,NOTA,NOTA,1155221,1110513,37077,25,37102,2.5,3.21,3.34,1481642,,,
Odisha,Koraput,DAMINI JANI,FEMALE,42,ST,BSP,Elephant,1155221,1110513,15359,54,15413,1.04,1.33,1.39,1481642,,,
Odisha,Koraput,PRAKASH HIKAKA,MALE,49,ST,CPI(ML)(L),Flag with three stars,1155221,1110513,14837,5,14842,1,1.28,1.34,1481642,,,
Odisha,Koraput,LASU HANTAL,MALE,34,ST,IND,Stool,1155221,1110513,14348,11,14359,0.97,1.24,1.29,1481642,,,
Odisha,Koraput,RAGHUMANI GOMANGO,MALE,60,ST,IND,Hand cart,1155221,1110513,10515,12,10527,0.71,0.91,0.95,1481642,,,
Odisha,Koraput,ABINASH GOMANGO,MALE,29,ST,IND,Auto- rickshaw,1155221,1110513,10246,16,10262,0.69,0.89,0.92,1481642,,,
Odisha,Koraput,SUMAN KANTA,FEMALE,36,ST,NBBHNRSVP,Gas cylinder,1155221,1110513,8377,10,8387,0.57,0.73,0.76,1481642,,,
Odisha,Koraput,SANTOSH KUMAR BIDIKA,MALE,31,ST,RPI(A),Bat,1155221,1110513,5401,2,5403,0.36,0.47,0.49,1481642,,,
Odisha,Koraput,PRAMILA PUJARI,FEMALE,25,ST,SUCI,Saw,1155221,1110513,4855,12,4867,0.33,0.42,0.44,1481642,,,
Punjab,Gurdaspur,SUKHJINDER SINGH RANDHAWA,MALE,65,GENERAL,INC,Hand,1081028,1074472,361713,2330,364043,22.37,33.68,33.88,1627611,,,
Punjab,Gurdaspur,DINESH SINGH BABBU,MALE,61,GENERAL,BJP,Lotus,1081028,1074472,278701,2481,281182,17.28,26.01,26.17,1627611,,,
Punjab,Gurdaspur,AMANSHER SINGH (SHERY KALSI),MALE,36,GENERAL,AAAP,Broom,1081028,1074472,275416,1836,277252,17.03,25.65,25.8,1627611,,,
Punjab,Gurdaspur,DR. DALJIT SINGH CHEEMA,MALE,62,GENERAL,SAD,Scales,1081028,1074472,85194,306,85500,5.25,7.91,7.96,1627611,,,
Punjab,Gurdaspur,GURINDER SINGH BAJWA,MALE,58,GENERAL,SAD(M),Bucket,1081028,1074472,25425,340,25765,1.58,2.38,2.4,1627611,,,
Punjab,Gurdaspur,SANT SEWAK,MALE,37,SC,IND,Tongs,1081028,1074472,5950,2,5952,0.37,0.55,0.55,1627611,,,
Punjab,Gurdaspur,RAJ KUMAR,MALE,64,SC,BSP,Elephant,1081028,1074472,4859,71,4930,0.3,0.46,0.46,1627611,,,
Punjab,Gurdaspur,SANTOSH KAUR,FEMALE,50,GENERAL,IND,Hockey and ball,1081028,1074472,4733,5,4738,0.29,0.44,0.44,1627611,,,
Punjab,Gurdaspur,SAMUEL SONI,MALE,41,GENERAL,IND,Gas cylinder,1081028,1074472,4427,13,4440,0.27,0.41,0.41,1627611,,,
Punjab,Gurdaspur,SURJIT SINGH,MALE,35,GENERAL,IND,Stool,1081028,1074472,3372,1,3373,0.21,0.31,0.31,1627611,,,
Punjab,Gurdaspur,NOTA,,,,NOTA,NOTA,1081028,1074472,3289,65,3354,0.21,0.31,0.31,1627611,,,
Punjab,Gurdaspur,SANJEEV SINGH,MALE,48,GENERAL,IND,Ganna kisan,1081028,1074472,2172,6,2178,0.13,0.2,0.2,1627611,,,
Punjab,Gurdaspur,SURINDER SINGH,MALE,66,GENERAL,IND,Ship,1081028,1074472,1775,7,1782,0.11,0.16,0.17,1627611,,,
Punjab,Gurdaspur,GURPREET KAUR BAJWA,FEMALE,26,GENERAL,IND,Battery Torch,1081028,1074472,1688,21,1709,0.11,0.16,0.16,1627611,,,
Punjab,Gurdaspur,SANJEEV MANHAS,MALE,44,GENERAL,IND,Apple,1081028,1074472,1634,1,1635,0.1,0.15,0.15,1627611,,,
Punjab,Gurdaspur,ROBI MASIH,MALE,28,GENERAL,IND,Bat,1081028,1074472,1509,2,1511,0.09,0.14,0.14,1627611,,,
Punjab,Gurdaspur,SANTOSH KUMARI,FEMALE,49,SC,MEDP,Flute,1081028,1074472,1171,23,1194,0.07,0.11,0.11,1627611,,,
Punjab,Gurdaspur,RAMESH KUMAR TOLLA,MALE,50,GENERAL,BHRJWNKP,Diamond,1081028,1074472,1085,13,1098,0.07,0.1,0.1,1627611,,,
Punjab,Gurdaspur,AMIT AGGARWAL,MALE,53,GENERAL,IND,Chakki,1081028,1074472,920,4,924,0.06,0.09,0.09,1627611,,,
Punjab,Gurdaspur,TARSEM MASIH SAHOTA,MALE,47,GENERAL,IND,Computer,1081028,1074472,878,7,885,0.05,0.08,0.08,1627611,,,
Punjab,Gurdaspur,TILAK RAJ,MALE,46,SC,IND,Batsman,1081028,1074472,802,3,805,0.05,0.07,0.07,1627611,,,
Punjab,Gurdaspur,RANJODH SINGH,MALE,53,GENERAL,JSDP,Auto- rickshaw,1081028,1074472,776,13,789,0.05,0.07,0.07,1627611,,,
Punjab,Gurdaspur,I.S.GULATI,MALE,61,GENERAL,IND,Tiller,1081028,1074472,696,3,699,0.04,0.06,0.07,1627611,,,
Punjab,Gurdaspur,RAMESH LAL,MALE,44,SC,NRPI,Road roller,1081028,1074472,653,4,657,0.04,0.06,0.06,1627611,,,
Punjab,Gurdaspur,JAGDISH MASIH,MALE,49,GENERAL,IND,Almirah,1081028,1074472,545,1,546,0.03,0.05,0.05,1627611,,,
Punjab,Gurdaspur,JATINDER KUMAR SHARMA,MALE,50,GENERAL,BRRTD,Rubber stamp,1081028,1074472,456,5,461,0.03,0.04,0.04,1627611,,,
Punjab,Gurdaspur,DARBARA SINGH,MALE,61,SC,NATJUP,Truck,1081028,1074472,415,9,424,0.03,0.04,0.04,1627611,,,
Punjab,Amritsar,GURJEET SINGH AUJLA,MALE,51,GENERAL,INC,Hand,905825,901942,254414,767,255181,15.78,28.17,28.29,1617542,,,
Punjab,Amritsar,KULDEEP SINGH DHALIWAL,MALE,61,GENERAL,AAAP,Broom,905825,901942,214268,612,214880,13.28,23.72,23.82,1617542,,,
Punjab,Amritsar,TARANJIT SINGH SANDHU SAMUNDRI,MALE,61,GENERAL,BJP,Lotus,905825,901942,206832,373,207205,12.81,22.87,22.97,1617542,,,
Punjab,Amritsar,ANIL JOSHI,MALE,60,GENERAL,SAD,Scales,905825,901942,162686,210,162896,10.07,17.98,18.06,1617542,,,
Punjab,Amritsar,EMAAN SINGH MANN,MALE,52,GENERAL,SAD(M),Bucket,905825,901942,26584,212,26796,1.66,2.96,2.97,1617542,,,
Punjab,Amritsar,NOTA,,,,NOTA,NOTA,905825,901942,3685,29,3714,0.23,0.41,0.41,1617542,,,
Punjab,Amritsar,SATBIR SINGH JAMMU,MALE,64,GENERAL,IND,Ganna kisan,905825,901942,3394,5,3399,0.21,0.38,0.38,1617542,,,
Punjab,Amritsar,VISHAL SIDHU,MALE,38,SC,BSP,Elephant,905825,901942,2713,20,2733,0.17,0.3,0.3,1617542,,,
Punjab,Amritsar,DASWINDER KAUR,FEMALE,59,GENERAL,CPI,Ears of corn and sickle,905825,901942,2468,13,2481,0.15,0.27,0.28,1617542,,,
Punjab,Amritsar,SHARANJIT KAUR,FEMALE,39,SC,IND,Chakki,905825,901942,2456,4,2460,0.15,0.27,0.27,1617542,,,
Punjab,Amritsar,AMANPREET SINGH MAHADIPUR,MALE,31,GENERAL,IND,Harmonium,905825,901942,2353,9,2362,0.15,0.26,0.26,1617542,,,
Punjab,Amritsar,GURINDER SINGH SABHI GILL,MALE,55,SC,IND,Petrol pump,905825,901942,2124,5,2129,0.13,0.24,0.24,1617542,,,
Punjab,Amritsar,SAHIB SINGH,MALE,45,GENERAL,IND,Truck,905825,901942,1987,1,1988,0.12,0.22,0.22,1617542,,,
Punjab,Amritsar,SHAMSHER SINGH SHERA,MALE,30,SC,IND,Dumbbells,905825,901942,1504,3,1507,0.09,0.17,0.17,1617542,,,
Punjab,Amritsar,SHAM LAL GANDHI,MALE,42,SC,IND,Gas cylinder,905825,901942,1487,0,1487,0.09,0.16,0.16,1617542,,,
Punjab,Amritsar,LOVEPREET SHARMA,MALE,34,GENERAL,APNJBP,CCTV Camera,905825,901942,1372,3,1375,0.09,0.15,0.15,1617542,,,
Punjab,Amritsar,MASTER HARJINDER PAL,MALE,59,GENERAL,IND,Cauliflower,905825,901942,1358,0,1358,0.08,0.15,0.15,1617542,,,
Punjab,Amritsar,JASPAL MASIH,MALE,46,GENERAL,IND,Television,905825,901942,1223,4,1227,0.08,0.14,0.14,1617542,,,
Punjab,Amritsar,RESHAM SINGH,MALE,28,GENERAL,IND,Calculator,905825,901942,1130,3,1133,0.07,0.13,0.13,1617542,,,
Punjab,Amritsar,BAL KRISHAN SHARMA,MALE,62,GENERAL,IND,Bat,905825,901942,1106,1,1107,0.07,0.12,0.12,1617542,,,
Punjab,Amritsar,SIMRANPREET SINGH,MALE,26,GENERAL,IND,Cot,905825,901942,1104,2,1106,0.07,0.12,0.12,1617542,,,
Punjab,Amritsar,NARINDER KAUR,FEMALE,61,GENERAL,AJPI,Diamond,905825,901942,1064,33,1097,0.07,0.12,0.12,1617542,,,
Punjab,Amritsar,DILDAR MASIH,MALE,47,GENERAL,SLDP,Air conditioner,905825,901942,1042,2,1044,0.06,0.12,0.12,1617542,,,
Punjab,Amritsar,RAJINDER KUMAR SHARMA,MALE,59,GENERAL,IND,Flute,905825,901942,899,1,900,0.06,0.1,0.1,1617542,,,
Punjab,Amritsar,BALWINDER SINGH,MALE,53,SC,IND,Plastering trowel,905825,901942,854,3,857,0.05,0.09,0.1,1617542,,,
Punjab,Amritsar,GURPREET SINGH RATTAN,MALE,36,GENERAL,RPPRINAT,Hockey and ball,905825,901942,735,3,738,0.05,0.08,0.08,1617542,,,
Punjab,Amritsar,DR RAMESH KUMAR,MALE,45,GENERAL,SACSP,Stethoscope,905825,901942,650,2,652,0.04,0.07,0.07,1617542,,,
Punjab,Amritsar,GAGANDEEP,MALE,37,GENERAL,IND,Ship,905825,901942,608,2,610,0.04,0.07,0.07,1617542,,,
Punjab,Amritsar,PRITHVI PAL,MALE,66,SC,IND,Pressure cooker,905825,901942,434,0,434,0.03,0.05,0.05,1617542,,,
Punjab,Amritsar,NEELAM,FEMALE,38,SC,IND,Auto- rickshaw,905825,901942,404,5,409,0.03,0.05,0.05,1617542,,,
Punjab,Amritsar,DILBAGH SINGH,MALE,57,SC,IND,Laptop,905825,901942,388,3,391,0.02,0.04,0.04,1617542,,,
Punjab,Khadoor Sahib,AMRITPAL SINGH,MALE,31,GENERAL,IND,Mike,1049273,1043713,402600,1830,404430,24.07,38.54,38.75,1680035,,,
